Unnamed: 0,Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls.1,stats_Ast.1,stats_G+A.1,stats_G-PK.1,stats_G+A-PK,stats_xG.1,stats_xAG.1,stats_xG+xAG,stats_npxG.1,stats_npxG+xAG.1,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp.1,passing_Att.1,passing_Cmp%.1,passing_Cmp.2,passing_Att.2,passing_Cmp%.2,passing_Cmp.3,passing_Att.3,passing_Cmp%.3,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive.1,gca_PassDead.1,gca_TO.1,gca_Sh.1,gca_Fld.1,gca_Def.1,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl.1,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off.1,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%,Percentil_G-PK.1,Percentil_npxG.1,Percentil_PrgC,Percentil_xAG.1,Percentil_npxG+xAG.1,Percentil_Sh/90,Percentil_SoT/90,Percentil_SCA90,Percentil_GCA90,Percentil_Att,Percentil_1/3,Percentil_PPA,Percentil_CrsPA,Percentil_PrgP,Percentil_Att 3rd,Percentil_TklW,Percentil_Mid 3rd,Percentil_Att Pen,Percentil_Live,Percentil_PrgDist,Percentil_PrgR,Percentil_Succ%,Percentil_Won%,Distancia
83576,Ignacio Schor,ar ARG,"MF,FW",Newell's OB,Primera Division Argentina,24-045,2000,3,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,1,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,ar ARG,"MF,FW",Platense,Primera Division Argentina,24-045,2000,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,ar ARG,"MF,FW",Platense,Primera Division Argentina,24-045,2000,1.0,14,25.0,56.0,199,63,10,13,76.9,3,7,42.9,1,2,50.0,0,0.0,0.1,0.0,0,1.0,0.0,0.0,1.0,ar ARG,"MF,FW",Platense,Primera Division Argentina,24-045,2000,1.0,25,25,0,0,0,1,5,0,0,0,0,0,14,0,1,ar ARG,"MF,FW",Platense,Primera Division Argentina,24-045,2000,1.0,2,1.96,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,ar ARG,"MF,FW",Platense,Primera Division Argentina,24-045,2000,1.0,1,1.0,0,0,1.0,0,1,0.0,1,0,0,0,1,2,1,0,ar ARG,"MF,FW",Platense,Primera Division Argentina,24-045,2000,1.0,38,2,4,11.0,24.0,3.0,38.0,5,2,40.0,3,60.0,20,251,107.0,4,3,1,6,2,25,7.0,ar ARG,"MF,FW",Platense,Primera Division Argentina,24-045,2000,4,92,23,7.3,1.0,0,0,0,4,23,2,1.0,0,1,-1,-0.98,-0.9,0.5,1.7,-1.2,-1.18,-1.41,ar ARG,"MF,FW",Platense,Primera Division Argentina,24-045,2000,1.0,1,0,0,4,2,0,5,1,1,0,0,0,3,4,2,66.7,31.464174454828658,86.91588785046729,9.813084112149532,12.305295950155763,68.38006230529595,8.09968847352025,18.38006230529595,36.60436137071651,28.34890965732087,74.28571428571429,78.88888888888889,15.555555555555555,30.634920634920636,70.0,80.63492063492063,86.82539682539682,66.5079365079365,79.84126984126985,73.4920634920635,89.04761904761904,82.6984126984127,55.9190031152648,91.1214953271028,205.2871003078874
83834,Alexis Segovia,ar ARG,"FW,DF",Cen. Córdoba–SdE,Primera Division Argentina,20-095,2004,6,2,257,2.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,12,9,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,ar ARG,"FW,DF",Cen. Córdoba–SdE,Primera Division Argentina,20-095,2004,2.9,0,4,2,50.0,1.4,0.7,0.0,0.0,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,ar ARG,"FW,DF",Cen. Córdoba–SdE,Primera Division Argentina,20-095,2004,2.9,93,13.793103448275863,80.2,1319,207,59,63,93.7,27,33,81.8,5,8,62.5,0,0.1,0.1,-0.1,1,0.5945303210463734,0.23781212841854937,0.0,1.4268727705112962,ar ARG,"FW,DF",Cen. Córdoba–SdE,Primera Division Argentina,20-095,2004,2.9,116,107,9,3,0,0,4,1,4,2,0,0,93,0,7,ar ARG,"FW,DF",Cen. Córdoba–SdE,Primera Division Argentina,20-095,2004,2.9,7,2.45,4,0,0,0,3,0,0,0.0,0,0,0,0,0,0,ar ARG,"FW,DF",Cen. Córdoba–SdE,Primera Division Argentina,20-095,2004,2.9,2,0.11890606420927469,0,1,0.11890606420927469,1,3,33.3,2,1,0,1,1,3,1,0,ar ARG,"FW,DF",Cen. Córdoba–SdE,Primera Division Argentina,20-095,2004,2.9,153,3,9,10.107015457788348,7.134363852556481,0.47562425683709875,18.192627824019027,12,4,33.3,6,50.0,97,519,23.781212841854938,5,8,0,7,2,118,1.070154577883472,ar ARG,"FW,DF",Cen. Córdoba–SdE,Primera Division Argentina,20-095,2004,6,257,43,20.4,2.9,2,77,1,4,26,3,0.5,2,4,-2,-0.7,0.11,2.2,1.5,0.8,0.27,0.72,ar ARG,"FW,DF",Cen. Córdoba–SdE,Primera Division Argentina,20-095,2004,2.9,0,0,0,3,16,0,4,1,1,0,0,0,11,0,7,0.0,31.464174454828658,21.962616822429908,56.54205607476636,35.66978193146417,17.445482866043612,35.66978193146417,65.42056074766354,52.024922118380054,28.34890965732087,60.952380952380956,68.57142857142857,75.07936507936508,30.634920634920636,75.55555555555556,54.285714285714285,49.523809523809526,65.07936507936508,35.23809523809524,58.0952380952381,63.17460317460317,35.87301587301587,44.39252336448598,11.370716510903426,189.61382294070557
83837,Bruno Sepúlveda,ar ARG,"FW,MF",Banfield,Primera Division Argentina,32-001,1992,11,5,543,6.0,3,1,4,3,0,0,1,0,2.7,2.7,0.8,3.6,5,11,25,0.5,0.17,0.66,0.5,0.66,0.45,0.14,0.59,0.45,0.59,ar ARG,"FW,MF",Banfield,Primera Division Argentina,32-001,1992,6.0,3,19,7,36.8,3.15,1.16,0.16,0.43,12.4,0,0,0,2.7,2.7,0.14,0.3,0.3,ar ARG,"FW,MF",Banfield,Primera Division Argentina,32-001,1992,6.0,72,2.972222222222222,67.3,980,203,37,51,72.5,22,28,78.6,5,6,83.3,1,0.8,0.5,0.2,7,0.19444444444444445,0.08333333333333333,0.0,0.3055555555555555,ar ARG,"FW,MF",Banfield,Primera Division Argentina,32-001,1992,6.0,107,100,5,0,0,0,2,0,0,0,0,0,72,2,5,ar ARG,"FW,MF",Banfield,Primera Division Argentina,32-001,1992,6.0,14,2.32,11,0,1,1,1,0,1,0.17,1,0,0,0,0,0,ar ARG,"FW,MF",Banfield,Primera Division Argentina,32-001,1992,6.0,5,0.1111111111111111,1,2,0.05555555555555555,3,8,37.5,5,4,1,3,2,7,5,0,ar ARG,"FW,MF",Banfield,Primera Division Argentina,32-001,1992,6.0,168,8,14,1.888888888888889,2.444444444444444,0.8333333333333334,4.666666666666667,3,2,66.7,1,33.3,82,382,3.5833333333333335,5,1,2,11,14,120,0.6944444444444445,ar ARG,"FW,MF",Banfield,Primera Division Argentina,32-001,1992,11,543,49,43.1,6.0,5,85,3,6,20,0,1.09,9,10,-1,-0.17,0.46,10.1,8.6,1.5,0.24,1.06,ar ARG,"FW,MF",Banfield,Primera Division Argentina,32-001,1992,6.0,1,0,0,11,8,6,2,2,4,1,0,0,15,17,20,45.9,91.1214953271028,92.21183800623052,56.54205607476636,73.83177570093457,92.36760124610592,86.29283489096574,83.8006230529595,47.50778816199377,63.862928348909655,12.063492063492063,38.88888888888889,51.42857142857142,30.634920634920636,35.3968253968254,20.634920634920633,47.460317460317455,13.333333333333334,55.87301587301587,13.65079365079365,12.380952380952381,21.904761904761905,92.36760124610592,67.91277258566979,106.97902999331136
84350,Nicolás Servetto,ar ARG,"FW,DF",Atlé Tucumán,Primera Division Argentina,28-175,1996,2,0,29,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,5,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,ar ARG,"FW,DF",Atlé Tucumán,Primera Division Argentina,28-175,1996,0.3,0,1,0,0.0,3.1,0.0,0.0,0.0,10.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,ar ARG,"FW,DF",Atlé Tucumán,Primera Division Argentina,28-175,1996,0.3,8,122.22222222222224,72.7,76,5,4,6,66.7,2,2,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,ar ARG,"FW,DF",Atlé Tucumán,Primera Division Argentina,28-175,1996,0.3,11,11,0,0,0,0,0,0,0,0,0,0,8,0,1,ar ARG,"FW,DF",Atlé Tucumán,Primera Division Argentina,28-175,1996,0.3,1,3.1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,ar ARG,"FW,DF",Atlé Tucumán,Primera Division Argentina,28-175,1996,0.3,0,0.0,0,0,0.0,0,1,0.0,1,0,0,0,0,0,1,0,ar ARG,"FW,DF",Atlé Tucumán,Primera Division Argentina,28-175,1996,0.3,16,1,1,55.555555555555564,111.11111111111113,44.44444444444445,177.7777777777778,1,0,0.0,1,100.0,6,21,88.8888888888889,0,0,0,2,1,11,55.555555555555564,ar ARG,"FW,DF",Atlé Tucumán,Primera Division Argentina,28-175,1996,2,29,15,2.3,0.3,0,0,0,2,15,3,0.5,1,0,1,3.1,2.96,0.8,0.2,0.6,1.9,1.69,ar ARG,"FW,DF",Atlé Tucumán,Primera Division Argentina,28-175,1996,0.3,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,100.0,31.464174454828658,67.44548286604362,9.813084112149532,12.305295950155763,38.940809968847354,85.04672897196261,18.38006230529595,67.7570093457944,28.34890965732087,92.53968253968254,8.571428571428571,15.555555555555555,30.634920634920636,6.825396825396825,96.19047619047619,11.746031746031745,90.7936507936508,98.57142857142858,93.01587301587301,85.07936507936508,97.3015873015873,11.993769470404985,98.13084112149532,237.36921301052433
84353,Mateo Silvetti,ar ARG,"FW,MF",Newell's OB,Primera Division Argentina,18-248,2006,7,0,133,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4,2,16,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.03,ar ARG,"FW,MF",Newell's OB,Primera Division Argentina,18-248,2006,1.5,0,1,0,0.0,0.68,0.0,0.0,0.0,15.7,0,0,0,0.0,0.0,0.03,0.0,0.0,ar ARG,"FW,MF",Newell's OB,Primera Division Argentina,18-248,2006,1.5,16,13.777777777777779,51.6,181,48,13,19,68.4,2,6,33.3,0,2,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.8888888888888888,ar ARG,"FW,MF",Newell's OB,Primera Division Argentina,18-248,2006,1.5,31,30,1,0,0,0,7,1,0,0,0,0,16,0,3,ar ARG,"FW,MF",Newell's OB,Primera Division Argentina,18-248,2006,1.5,2,1.33,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,ar ARG,"FW,MF",Newell's OB,Primera Division Argentina,18-248,2006,1.5,3,0.4444444444444444,2,1,0.0,1,1,100.0,0,6,0,6,0,3,2,0,ar ARG,"FW,MF",Newell's OB,Primera Division Argentina,18-248,2006,1.5,57,2,6,8.0,15.111111111111112,0.4444444444444444,25.333333333333332,2,0,0.0,2,100.0,25,198,54.666666666666664,4,2,0,5,1,34,7.111111111111111,ar ARG,"FW,MF",Newell's OB,Primera Division Argentina,18-248,2006,7,133,19,10.6,1.5,0,0,0,7,19,2,0.86,1,2,-1,-0.68,-0.04,2.0,1.4,0.6,0.41,0.53,ar ARG,"FW,MF",Newell's OB,Primera Division Argentina,18-248,2006,1.5,0,0,0,3,0,0,7,0,1,0,0,0,2,3,10,23.1,31.464174454828658,17.91277258566978,51.71339563862928,31.15264797507788,14.330218068535824,19.003115264797508,18.38006230529595,21.962616822429908,28.34890965732087,60.63492063492063,8.571428571428571,15.555555555555555,30.634920634920636,65.23809523809524,72.38095238095238,79.68253968253968,60.0,33.33333333333333,65.71428571428571,78.41269841269842,83.4920634920635,11.993769470404985,31.775700934579437,239.0934602062591
84355,Augusto Solari,ar ARG,"FW,DF",Rosario Central,Primera Division Argentina,32-259,1992,3,1,122,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,5,2,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,ar ARG,"FW,DF",Rosario Central,Primera Division Argentina,32-259,1992,1.4,0,1,0,0.0,0.74,0.0,0.0,0.0,15.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,ar ARG,"FW,DF",Rosario Central,Primera Division Argentina,32-259,1992,1.4,31,23.469387755102044,67.4,484,167,15,19,78.9,13,16,81.3,2,6,33.3,0,0.0,0.0,0.0,1,3.0612244897959187,0.5102040816326531,0.0,2.5510204081632657,ar ARG,"FW,DF",Rosario Central,Primera Division Argentina,32-259,1992,1.4,46,44,2,1,0,0,2,1,0,0,0,0,31,0,2,ar ARG,"FW,DF",Rosario Central,Primera Division Argentina,32-259,1992,1.4,3,2.21,3,0,0,0,0,0,1,0.74,1,0,0,0,0,0,ar ARG,"FW,DF",Rosario Central,Primera Division Argentina,32-259,1992,1.4,3,0.0,1,2,0.0,0,2,0.0,2,1,0,1,0,3,0,0,ar ARG,"FW,DF",Rosario Central,Primera Division Argentina,32-259,1992,1.4,62,0,7,19.38775510204082,9.69387755102041,0.5102040816326531,31.632653061224495,8,2,25.0,6,75.0,30,134,29.59183673469388,1,3,0,2,1,34,1.0204081632653061,ar ARG,"FW,DF",Rosario Central,Primera Division Argentina,32-259,1992,3,122,41,9.7,1.4,1,55,0,2,34,1,0.33,2,1,1,0.74,0.66,1.8,0.8,1.0,0.75,0.65,ar ARG,"FW,DF",Rosario Central,Primera Division Argentina,32-259,1992,1.4,0,0,0,2,1,0,2,0,0,0,0,0,8,3,0,100.0,31.464174454828658,24.922118380062305,25.54517133956386,31.15264797507788,17.445482866043612,20.24922118380062,18.38006230529595,45.482866043613704,93.61370716510903,72.6984126984127,90.47619047619048,87.93650793650794,30.634920634920636,85.39682539682539,61.904761904761905,11.746031746031745,77.77777777777779,37.142857142857146,70.15873015873015,67.3015873015873,34.76190476190476,34.57943925233645,98.13084112149532,201.50319078713488
84356,Pablo Solari,ar ARG,"FW,MF",River Plate,Primera Division Argentina,23-180,2001,11,10,773,8.6,1,1,2,1,0,0,1,0,2.1,2.1,1.6,3.7,29,21,108,0.12,0.12,0.23,0.12,0.23,0.25,0.18,0.43,0.25,0.43,ar ARG,"FW,MF",River Plate,Primera Division Argentina,23-180,2001,8.6,1,23,9,39.1,2.68,1.05,0.04,0.11,14.5,0,0,0,2.1,2.1,0.09,-1.1,-1.1,ar ARG,"FW,MF",River Plate,Primera Division Argentina,23-180,2001,8.6,183,3.7993510005408333,65.1,2454,677,106,145,73.1,53,84,63.1,9,20,45.0,1,1.6,1.0,-0.6,11,0.12168739859383453,0.16224986479177936,0.05408328826392645,0.28393726338561387,ar ARG,"FW,MF",River Plate,Primera Division Argentina,23-180,2001,8.6,281,265,15,0,2,0,33,15,0,0,0,0,183,1,9,ar ARG,"FW,MF",River Plate,Primera Division Argentina,23-180,2001,8.6,36,4.19,26,0,5,3,1,1,5,0.58,3,0,0,0,1,1,ar ARG,"FW,MF",River Plate,Primera Division Argentina,23-180,2001,8.6,7,0.05408328826392645,4,2,0.013520822065981613,2,5,40.0,3,12,1,11,3,10,0,0,ar ARG,"FW,MF",River Plate,Primera Division Argentina,23-180,2001,8.6,399,1,26,1.67658193618172,3.420767982693348,0.5949161709031909,5.394808004326664,36,14,38.9,22,61.1,259,1501,9.085992428339644,29,20,14,26,14,290,1.4602487831260142,ar ARG,"FW,MF",River Plate,Primera Division Argentina,23-180,2001,11,773,70,61.3,8.6,10,74,3,1,36,3,1.45,13,8,5,0.58,0.03,15.4,8.2,7.2,0.84,0.48,ar ARG,"FW,MF",River Plate,Primera Division Argentina,23-180,2001,8.6,1,0,0,11,9,7,33,3,4,1,0,0,22,5,17,22.7,66.82242990654206,77.10280373831776,95.48286604361371,83.95638629283489,78.03738317757009,77.41433021806854,79.90654205607477,87.22741433021807,88.62928348909658,19.682539682539684,26.34920634920635,65.07936507936508,79.52380952380952,31.9047619047619,32.06349206349206,33.49206349206349,11.746031746031745,44.761904761904766,18.412698412698415,37.77777777777778,46.98412698412698,52.64797507788161,31.15264797507788,140.73462356756136
84357,Santiago Solari,ar ARG,"FW,MF",Racing Club,Primera Division Argentina,26-243,1998,8,1,176,2.0,1,0,1,1,0,0,3,1,1.3,1.3,0.3,1.5,9,10,15,0.51,0.0,0.51,0.51,0.51,0.64,0.15,0.79,0.64,0.79,ar ARG,"FW,MF",Racing Club,Primera Division Argentina,26-243,1998,2.0,1,6,2,33.3,3.07,1.02,0.17,0.5,15.1,0,0,0,1.3,1.3,0.21,-0.3,-0.3,ar ARG,"FW,MF",Racing Club,Primera Division Argentina,26-243,1998,2.0,44,17.0,64.7,667,113,26,36,72.2,14,18,77.8,3,9,33.3,0,0.3,0.2,-0.3,1,0.25,0.75,0.0,2.5,ar ARG,"FW,MF",Racing Club,Primera Division Argentina,26-243,1998,2.0,68,63,5,0,0,0,9,4,1,1,0,0,44,0,5,ar ARG,"FW,MF",Racing Club,Primera Division Argentina,26-243,1998,2.0,4,2.03,2,0,1,1,0,0,0,0.0,0,0,0,0,0,0,ar ARG,"FW,MF",Racing Club,Primera Division Argentina,26-243,1998,2.0,1,0.25,1,0,0.0,0,1,0.0,1,1,0,1,1,2,1,0,ar ARG,"FW,MF",Racing Club,Primera Division Argentina,26-243,1998,2.0,91,1,8,6.25,15.5,2.75,22.75,9,4,44.4,4,44.4,56,444,66.0,9,5,4,7,2,60,3.75,ar ARG,"FW,MF",Racing Club,Primera Division Argentina,26-243,1998,8,176,22,14.0,2.0,1,45,0,7,19,3,1.0,1,4,-3,-1.53,-2.53,3.0,2.3,0.7,0.34,-0.31,ar ARG,"FW,MF",Racing Club,Primera Division Argentina,26-243,1998,2.0,3,1,1,3,1,0,9,1,1,0,1,0,7,3,4,42.9,91.90031152647975,96.72897196261682,72.74143302180686,76.79127725856698,96.57320872274143,84.73520249221184,78.50467289719626,40.34267912772586,28.34890965732087,64.60317460317461,45.714285714285715,89.84126984126985,30.634920634920636,85.07936507936508,73.01587301587301,67.3015873015873,53.80952380952381,79.36507936507937,61.58730158730159,82.53968253968253,71.58730158730158,64.48598130841121,62.928348909657316,158.5665605021046
84364,Matías Sosa,ar ARG,"FW,MF",Defensa y Just,Primera Division Argentina,23-031,2001,6,2,180,2.0,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,6,4,15,0.5,0.0,0.5,0.5,0.5,0.29,0.01,0.3,0.29,0.3,ar ARG,"FW,MF",Defensa y Just,Primera Division Argentina,23-031,2001,2.0,1,6,2,33.3,3.0,1.0,0.17,0.5,24.2,0,0,0,0.6,0.6,0.1,0.4,0.4,ar ARG,"FW,MF",Defensa y Just,Primera Division Argentina,23-031,2001,2.0,45,17.0,66.2,723,147,26,33,78.8,10,16,62.5,5,11,45.5,0,0.0,0.1,0.0,1,0.75,0.25,0.25,1.0,ar ARG,"FW,MF",Defensa y Just,Primera Division Argentina,23-031,2001,2.0,68,66,2,0,0,2,9,1,1,0,0,0,45,0,2,ar ARG,"FW,MF",Defensa y Just,Primera Division Argentina,23-031,2001,2.0,5,2.51,4,0,0,1,0,0,2,1.01,1,0,0,1,0,0,ar ARG,"FW,MF",Defensa y Just,Primera Division Argentina,23-031,2001,2.0,7,1.5,4,3,0.0,3,8,37.5,5,7,1,6,1,8,9,0,ar ARG,"FW,MF",Defensa y Just,Primera Division Argentina,23-031,2001,2.0,121,6,26,12.5,12.0,0.5,30.25,10,3,30.0,7,70.0,64,366,35.0,6,3,0,13,3,64,3.75,ar ARG,"FW,MF",Defensa y Just,Primera Division Argentina,23-031,2001,6,180,30,14.3,2.0,2,58,0,4,16,5,1.0,3,3,0,0.0,1.0,2.9,1.6,1.4,0.69,1.19,ar ARG,"FW,MF",Defensa y Just,Primera Division Argentina,23-031,2001,2.0,1,0,0,3,1,0,9,1,6,0,0,0,18,1,2,33.3,91.1214953271028,80.06230529595015,61.21495327102804,26.323987538940806,60.12461059190031,82.55451713395638,77.25856697819314,53.58255451713395,97.50778816199377,64.60317460317461,73.65079365079366,76.03174603174602,92.38095238095238,70.0,68.25396825396825,88.25396825396825,68.88888888888889,36.82539682539683,69.2063492063492,68.88888888888889,71.58730158730158,39.875389408099686,46.573208722741434,153.06097862528884
84365,Ramón Sosa,py PAR,FW,Talleres,Primera Division Argentina,25-018,1999,4,2,199,2.2,2,1,3,2,0,0,0,0,0.1,0.1,0.2,0.2,4,8,11,0.9,0.45,1.36,0.9,1.36,0.04,0.07,0.11,0.04,0.11,py PAR,FW,Talleres,Primera Division Argentina,25-018,1999,2.2,2,3,2,66.7,1.36,0.9,0.67,1.0,25.7,0,0,0,0.1,0.1,0.03,1.9,1.9,py PAR,FW,Talleres,Primera Division Argentina,25-018,1999,2.2,37,11.983471074380162,63.8,570,198,20,29,69.0,15,21,71.4,1,2,50.0,1,0.2,0.1,0.8,3,1.0330578512396693,0.4132231404958677,0.0,1.652892561983471,py PAR,FW,Talleres,Primera Division Argentina,25-018,1999,2.2,58,55,3,0,0,1,2,3,0,0,0,0,37,0,1,py PAR,FW,Talleres,Primera Division Argentina,25-018,1999,2.2,9,4.07,7,0,0,0,2,0,2,0.9,2,0,0,0,0,0,py PAR,FW,Talleres,Primera Division Argentina,25-018,1999,2.2,2,0.0,0,0,0.4132231404958677,1,3,33.3,2,1,0,1,0,2,1,0,py PAR,FW,Talleres,Primera Division Argentina,25-018,1999,2.2,81,0,6,8.264462809917354,7.851239669421486,1.0330578512396693,16.735537190082642,11,4,36.4,4,36.4,61,385,39.0495867768595,4,2,1,6,2,64,2.2727272727272725,py PAR,FW,Talleres,Primera Division Argentina,25-018,1999,4,199,50,15.8,2.2,2,87,0,2,13,0,2.5,5,0,5,2.26,2.35,2.3,1.5,0.8,0.36,0.24,py PAR,FW,Talleres,Primera Division Argentina,25-018,1999,2.2,0,0,0,4,5,2,2,0,0,0,0,0,9,3,2,60.0,98.13084112149532,21.962616822429908,51.71339563862928,52.18068535825545,21.962616822429908,34.890965732087224,73.67601246105919,86.29283489096574,96.72897196261682,57.14285714285714,79.36507936507937,84.92063492063492,30.634920634920636,78.57142857142857,57.77777777777777,11.746031746031745,60.63492063492063,63.33333333333333,56.19047619047619,72.38095238095238,60.952380952380956,49.84423676012461,87.53894080996885,173.23340569169116
84882,Facundo Suárez,ar ARG,FW,Instituto,Primera Division Argentina,30-079,1994,12,5,478,5.3,2,3,5,2,0,0,1,0,2.7,2.7,0.8,3.5,8,8,24,0.38,0.56,0.94,0.38,0.94,0.5,0.15,0.65,0.5,0.65,ar ARG,FW,Instituto,Primera Division Argentina,30-079,1994,5.3,2,20,5,25.0,3.77,0.94,0.1,0.4,13.6,0,0,0,2.7,2.7,0.13,-0.7,-0.7,ar ARG,FW,Instituto,Primera Division Argentina,30-079,1994,5.3,70,4.3075827696689215,57.9,995,144,40,65,61.5,22,34,64.7,3,8,37.5,3,0.8,0.4,2.2,8,0.0711997152011392,0.0,0.0,0.2847988608045568,ar ARG,FW,Instituto,Primera Division Argentina,30-079,1994,5.3,121,120,0,0,1,1,3,0,0,0,0,0,70,1,4,ar ARG,FW,Instituto,Primera Division Argentina,30-079,1994,5.3,16,3.01,11,0,1,2,2,0,4,0.75,4,0,0,0,0,0,ar ARG,FW,Instituto,Primera Division Argentina,30-079,1994,5.3,5,0.0711997152011392,0,4,0.0355998576005696,2,3,66.7,1,8,2,6,0,5,7,0,ar ARG,FW,Instituto,Primera Division Argentina,30-079,1994,5.3,201,9,13,3.0615877536489853,3.702385190459238,1.1747953008187968,7.15557137771449,9,4,44.4,4,44.4,96,561,5.980776076895693,8,5,4,15,4,153,0.8543965824136703,ar ARG,FW,Instituto,Primera Division Argentina,30-079,1994,12,478,40,37.9,5.3,5,69,0,7,19,2,1.67,9,5,4,0.75,0.29,6.6,4.2,2.3,0.44,0.5,ar ARG,FW,Instituto,Primera Division Argentina,30-079,1994,5.3,1,0,0,8,17,3,3,0,2,0,0,0,12,47,31,60.3,85.35825545171339,93.45794392523365,69.78193146417445,76.79127725856698,94.39252336448598,91.58878504672897,74.76635514018692,65.73208722741433,94.0809968847352,26.031746031746035,20.0,15.555555555555555,30.634920634920636,33.01587301587301,36.666666666666664,38.41269841269842,28.57142857142857,65.71428571428571,29.20634920634921,23.49206349206349,28.888888888888886,64.48598130841121,88.47352024922118,128.6865252564385
