Unnamed: 0,Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls.1,stats_Ast.1,stats_G+A.1,stats_G-PK.1,stats_G+A-PK,stats_xG.1,stats_xAG.1,stats_xG+xAG,stats_npxG.1,stats_npxG+xAG.1,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp.1,passing_Att.1,passing_Cmp%.1,passing_Cmp.2,passing_Att.2,passing_Cmp%.2,passing_Cmp.3,passing_Att.3,passing_Cmp%.3,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive.1,gca_PassDead.1,gca_TO.1,gca_Sh.1,gca_Fld.1,gca_Def.1,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl.1,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off.1,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%,Percentil_G-PK.1,Percentil_npxG.1,Percentil_PrgC,Percentil_xAG.1,Percentil_npxG+xAG.1,Percentil_Sh/90,Percentil_SoT/90,Percentil_SCA90,Percentil_GCA90,Percentil_Att,Percentil_1/3,Percentil_PPA,Percentil_CrsPA,Percentil_PrgP,Percentil_Att 3rd,Percentil_TklW,Percentil_Mid 3rd,Percentil_Att Pen,Percentil_Live,Percentil_PrgDist,Percentil_PrgR,Percentil_Succ%,Percentil_Won%,Distancia
8459,Nicolás Fernández,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,28-223,1996,6,5,418,4.6,1,2,3,1,0,0,1,0,0.9,0.9,0.8,1.8,6,19,25,0.22,0.43,0.65,0.22,0.65,0.2,0.18,0.38,0.2,0.38,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,28-223,1996,4.6,1,13,2,15.4,2.8,0.43,0.08,0.5,18.7,2,0,0,0.9,0.9,0.07,0.1,0.1,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,28-223,1996,4.6,91,6.238185255198489,68.9,1514,455,48,57,84.2,27,41,65.9,11,23,47.8,2,0.8,1.1,1.2,9,0.5671077504725899,0.18903591682419663,0.0,0.8979206049149341,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,28-223,1996,4.6,132,121,11,2,1,0,10,0,7,1,6,0,91,0,2,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,28-223,1996,4.6,15,3.23,10,4,0,1,0,0,3,0.65,3,0,0,0,0,0,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,28-223,1996,4.6,1,0.0,0,0,0.047258979206049156,0,3,0.0,3,2,0,2,1,2,1,0,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,28-223,1996,4.6,187,0,10,4.253308128544424,4.3005671077504735,0.8506616257088848,8.837429111531193,12,3,25.0,8,66.7,122,663,13.279773156899813,6,5,1,18,6,148,1.181474480151229,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,28-223,1996,6,418,70,33.2,4.6,5,75,1,1,45,1,1.33,5,5,0,0.0,0.21,4.0,4.1,0.0,-0.01,0.08,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,28-223,1996,4.6,1,0,0,5,8,1,10,1,0,0,0,0,16,3,8,27.3,75.70093457943925,64.17445482866043,61.21495327102804,83.95638629283489,69.78193146417445,79.90654205607477,49.22118380062305,71.02803738317756,91.58878504672897,37.61904761904762,66.98412698412697,68.0952380952381,30.634920634920636,66.19047619047619,43.333333333333336,11.746031746031745,39.84126984126984,56.98412698412698,38.25396825396825,48.73015873015873,40.476190476190474,34.57943925233645,36.7601246105919,127.53782828819253
15020,Nicolás Fernández,ar ARG,FW,Defensa y Just,Primera Division Argentina,28-223,1996,3,3,269,3.0,1,1,2,1,0,0,1,0,1.1,1.1,0.0,1.2,2,6,10,0.33,0.33,0.67,0.33,0.67,0.38,0.01,0.39,0.38,0.39,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,28-223,1996,4.6,1,13,2,15.4,2.8,0.43,0.08,0.5,18.7,2,0,0,0.9,0.9,0.07,0.1,0.1,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,28-223,1996,4.6,91,6.238185255198489,68.9,1514,455,48,57,84.2,27,41,65.9,11,23,47.8,2,0.8,1.1,1.2,9,0.5671077504725899,0.18903591682419663,0.0,0.8979206049149341,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,28-223,1996,4.6,132,121,11,2,1,0,10,0,7,1,6,0,91,0,2,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,28-223,1996,4.6,15,3.23,10,4,0,1,0,0,3,0.65,3,0,0,0,0,0,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,28-223,1996,4.6,1,0.0,0,0,0.047258979206049156,0,3,0.0,3,2,0,2,1,2,1,0,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,28-223,1996,4.6,187,0,10,4.253308128544424,4.3005671077504735,0.8506616257088848,8.837429111531193,12,3,25.0,8,66.7,122,663,13.279773156899813,6,5,1,18,6,148,1.181474480151229,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,28-223,1996,6,418,70,33.2,4.6,5,75,1,1,45,1,1.33,5,5,0,0.0,0.21,4.0,4.1,0.0,-0.01,0.08,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,28-223,1996,4.6,1,0,0,5,8,1,10,1,0,0,0,0,16,3,8,27.3,82.2429906542056,87.69470404984425,36.29283489096573,26.323987538940806,70.56074766355141,79.90654205607477,49.22118380062305,71.02803738317756,91.58878504672897,37.61904761904762,66.98412698412697,68.0952380952381,30.634920634920636,66.19047619047619,43.333333333333336,11.746031746031745,39.84126984126984,56.98412698412698,38.25396825396825,48.73015873015873,40.476190476190474,34.57943925233645,36.7601246105919,110.36699342062587
28143,Thiago Fernández,ar ARG,FW,Vélez Sarsfield,Primera Division Argentina,20-168,2004,14,14,"1,029",11.4,4,4,8,4,0,0,1,0,3.4,3.4,3.0,6.4,40,35,97,0.35,0.35,0.7,0.35,0.7,0.29,0.27,0.56,0.29,0.56,ar ARG,FW,Vélez Sarsfield,Primera Division Argentina,20-168,2004,11.4,4,19,6,31.6,1.66,0.52,0.21,0.67,16.7,0,0,0,3.4,3.4,0.18,0.6,0.6,ar ARG,FW,Vélez Sarsfield,Primera Division Argentina,20-168,2004,11.4,213,2.42382271468144,67.6,3085,949,128,161,79.5,63,87,72.4,13,28,46.4,4,3.0,2.6,1.0,25,0.12311480455524776,0.13850415512465375,0.01538935056940597,0.2693136349646045,ar ARG,FW,Vélez Sarsfield,Primera Division Argentina,20-168,2004,11.4,315,293,19,5,4,4,19,7,7,1,4,0,213,3,22,ar ARG,FW,Vélez Sarsfield,Primera Division Argentina,20-168,2004,11.4,44,3.85,33,5,2,1,3,0,10,0.87,8,1,1,0,0,0,ar ARG,FW,Vélez Sarsfield,Primera Division Argentina,20-168,2004,11.4,17,0.06155740227762388,2,10,0.03847337642351492,7,17,41.2,10,8,1,7,7,24,7,0,ar ARG,FW,Vélez Sarsfield,Primera Division Argentina,20-168,2004,11.4,468,8,45,1.3773468759618341,1.9544475223145583,0.3462603878116343,3.601108033240997,39,15,38.5,21,53.8,272,2127,7.586949830717144,40,26,13,49,19,316,0.7463835026161896,ar ARG,FW,Vélez Sarsfield,Primera Division Argentina,20-168,2004,14,"1,029",74,81.7,11.4,14,74,1,0,0,0,2.14,23,7,16,1.4,0.23,18.2,10.1,8.2,0.72,0.67,ar ARG,FW,Vélez Sarsfield,Primera Division Argentina,20-168,2004,11.4,1,0,0,4,17,7,19,7,8,0,0,0,43,11,13,45.8,83.33333333333334,80.06230529595015,99.37694704049844,93.14641744548287,90.80996884735202,42.523364485981304,53.89408099688473,82.2429906542056,95.7943925233645,7.6190476190476195,26.984126984126984,62.22222222222222,64.76190476190476,30.158730158730158,12.063492063492063,35.87301587301587,6.984126984126984,27.936507936507937,6.031746031746032,32.38095238095238,24.761904761904763,52.336448598130836,67.601246105919,159.67278063111243
28148,Facundo Ferreyra,ar ARG,FW,Tigre,Primera Division Argentina,33-188,1991,3,2,115,1.3,1,0,1,1,0,0,0,0,1.3,1.3,0.0,1.3,0,2,5,0.78,0.0,0.78,0.78,0.78,1.05,0.0,1.05,1.05,1.05,ar ARG,FW,Tigre,Primera Division Argentina,33-188,1991,1.3,1,2,1,50.0,1.57,0.78,0.5,1.0,8.4,0,0,0,1.3,1.3,0.67,-0.3,-0.3,ar ARG,FW,Tigre,Primera Division Argentina,33-188,1991,1.3,17,15.976331360946746,63.0,201,24,6,9,66.7,7,10,70.0,0,0,0.0,0,0.0,0.0,0.0,0,0.5917159763313609,0.0,0.0,1.1834319526627217,ar ARG,FW,Tigre,Primera Division Argentina,33-188,1991,1.3,27,23,4,0,0,0,0,0,0,0,0,0,17,0,0,ar ARG,FW,Tigre,Primera Division Argentina,33-188,1991,1.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,ar ARG,FW,Tigre,Primera Division Argentina,33-188,1991,1.3,2,0.5917159763313609,0,1,0.5917159763313609,0,3,0.0,3,1,0,1,0,2,0,0,ar ARG,FW,Tigre,Primera Division Argentina,33-188,1991,1.3,42,0,0,18.934911242603548,5.917159763313609,1.7751479289940826,24.852071005917157,2,1,50.0,1,50.0,20,83,3.550295857988165,0,1,0,3,4,31,2.9585798816568043,ar ARG,FW,Tigre,Primera Division Argentina,33-188,1991,3,115,38,9.1,1.3,2,51,0,1,13,5,0.67,2,4,-2,-1.57,-1.64,2.7,3.3,-0.7,-0.54,-0.27,ar ARG,FW,Tigre,Primera Division Argentina,33-188,1991,1.3,0,0,0,3,1,1,0,0,1,0,1,0,2,1,13,7.1,96.72897196261682,99.06542056074767,9.813084112149532,12.305295950155763,98.13084112149532,38.940809968847354,69.93769470404985,7.632398753894081,28.34890965732087,63.8095238095238,67.93650793650794,15.555555555555555,30.634920634920636,72.06349206349206,50.15873015873016,82.38095238095238,77.46031746031747,73.01587301587301,64.44444444444444,12.063492063492063,65.71428571428571,77.41433021806854,22.741433021806852,149.55658966425852
28150,Tiago Ferreyra,ar ARG,FW,Defensa y Just,Primera Division Argentina,22-154,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Defensa y Just,Primera Division Argentina,22-154,2002,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Defensa y Just,Primera Division Argentina,22-154,2002,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,ar ARG,FW,Defensa y Just,Primera Division Argentina,22-154,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ar ARG,FW,Defensa y Just,Primera Division Argentina,22-154,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,ar ARG,FW,Defensa y Just,Primera Division Argentina,22-154,2002,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,ar ARG,FW,Defensa y Just,Primera Division Argentina,22-154,2002,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,ar ARG,FW,Defensa y Just,Primera Division Argentina,22-154,2002,1,2,2,0.2,0.0,0,0,0,1,2,4,3.0,0,0,0,0.0,0.86,0.0,0.0,0.0,-0.33,0.01,ar ARG,FW,Defensa y Just,Primera Division Argentina,22-154,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,31.464174454828658,8.255451713395638,9.813084112149532,12.305295950155763,6.230529595015576,8.09968847352025,18.38006230529595,7.632398753894081,28.34890965732087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.993769470404985,11.370716510903426,265.4898785963252
28151,Héctor Fértoli,ar ARG,"MF,FW",Huracán,Primera Division Argentina,29-290,1994,14,8,781,8.7,3,0,3,3,0,0,0,0,1.2,1.2,1.4,2.6,13,32,36,0.35,0.0,0.35,0.35,0.35,0.14,0.16,0.3,0.14,0.3,ar ARG,"MF,FW",Huracán,Primera Division Argentina,29-290,1994,8.7,3,11,3,27.3,1.27,0.35,0.27,1.0,19.9,0,0,0,1.2,1.2,0.12,1.8,1.8,ar ARG,"MF,FW",Huracán,Primera Division Argentina,29-290,1994,8.7,268,5.033690051525962,70.3,4841,1343,120,139,86.3,96,117,82.1,36,87,41.4,0,1.4,1.2,-1.4,12,0.4227771171885322,0.0792707094728498,0.013211784912141632,0.4227771171885322,ar ARG,"MF,FW",Huracán,Primera Division Argentina,29-290,1994,8.7,381,332,46,19,2,8,59,1,26,8,16,0,268,3,11,ar ARG,"MF,FW",Huracán,Primera Division Argentina,29-290,1994,8.7,19,2.19,11,6,1,1,0,0,1,0.12,0,0,0,1,0,0,ar ARG,"MF,FW",Huracán,Primera Division Argentina,29-290,1994,8.7,19,0.13211784912141633,5,12,0.026423569824283264,7,13,53.8,6,3,0,3,6,25,5,0,ar ARG,"MF,FW",Huracán,Primera Division Argentina,29-290,1994,8.7,480,3,75,3.276522658211125,2.1138855859426613,0.17175320385784124,6.341656757827984,20,8,40.0,10,50.0,259,1290,6.2623860483551335,13,3,1,23,20,297,0.47562425683709875,ar ARG,"MF,FW",Huracán,Primera Division Argentina,29-290,1994,14,781,56,62.0,8.7,8,82,1,6,22,0,1.71,7,3,4,0.46,0.27,7.3,7.5,-0.2,-0.02,-0.3,ar ARG,"MF,FW",Huracán,Primera Division Argentina,29-290,1994,8.7,0,0,0,12,16,1,59,6,10,0,0,0,64,4,7,36.4,83.33333333333334,48.90965732087228,80.68535825545172,79.12772585669782,60.12461059190031,33.177570093457945,45.17133956386293,45.01557632398754,59.345794392523366,31.746031746031743,59.04761904761905,50.476190476190474,63.8095238095238,45.714285714285715,15.873015873015872,52.06349206349207,30.476190476190478,12.063492063492063,23.809523809523807,25.396825396825395,11.428571428571429,55.9190031152648,51.557632398753896,147.68166711712811
28158,Agustín Fontana,ar ARG,FW,Sarmiento,Primera Division Argentina,28-099,1996,3,3,223,2.5,1,0,1,0,1,1,1,0,1.9,1.1,0.3,1.4,0,2,14,0.4,0.0,0.4,0.0,0.0,0.75,0.13,0.88,0.43,0.56,ar ARG,FW,Sarmiento,Primera Division Argentina,28-099,1996,2.5,1,7,4,57.1,2.83,1.61,0.0,0.0,15.3,0,1,1,1.9,1.1,0.15,-0.9,-1.1,ar ARG,FW,Sarmiento,Primera Division Argentina,28-099,1996,2.5,26,7.359999999999999,56.5,436,46,10,19,52.6,11,15,73.3,3,4,75.0,0,0.3,0.0,-0.3,2,0.16,0.0,0.0,0.32,ar ARG,FW,Sarmiento,Primera Division Argentina,28-099,1996,2.5,46,39,6,0,0,0,2,0,0,0,0,0,26,1,4,ar ARG,FW,Sarmiento,Primera Division Argentina,28-099,1996,2.5,6,2.42,3,0,0,3,0,0,0,0.0,0,0,0,0,0,0,ar ARG,FW,Sarmiento,Primera Division Argentina,28-099,1996,2.5,1,0.16,0,1,0.0,1,3,33.3,2,1,0,1,1,2,2,0,ar ARG,FW,Sarmiento,Primera Division Argentina,28-099,1996,2.5,74,2,5,5.279999999999999,5.76,1.7600000000000002,11.68,3,0,0.0,3,100.0,42,152,6.24,0,0,0,7,6,53,2.2399999999999998,ar ARG,FW,Sarmiento,Primera Division Argentina,28-099,1996,3,223,74,17.7,2.5,3,74,1,0,0,0,0.33,2,3,-1,-0.4,-0.32,2.6,1.9,0.7,0.3,0.71,ar ARG,FW,Sarmiento,Primera Division Argentina,28-099,1996,2.5,1,0,0,4,4,3,2,1,1,0,0,0,5,5,10,33.3,31.464174454828658,91.74454828660437,9.813084112149532,71.65109034267913,90.80996884735202,81.30841121495327,93.14641744548287,50.77881619937694,28.34890965732087,43.17460317460318,31.746031746031743,15.555555555555555,30.634920634920636,36.666666666666664,49.2063492063492,56.03174603174603,47.61904761904761,72.38095238095238,45.714285714285715,24.761904761904763,60.15873015873016,11.993769470404985,46.573208722741434,150.39219323412885
28159,Ezequiel Forclaz,ar ARG,"FW,MF",Tigre,Primera Division Argentina,21-168,2003,5,0,118,1.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,6,5,12,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,ar ARG,"FW,MF",Tigre,Primera Division Argentina,21-168,2003,1.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,ar ARG,"FW,MF",Tigre,Primera Division Argentina,21-168,2003,1.3,45,37.869822485207095,70.3,624,205,28,37,75.7,9,16,56.3,5,6,83.3,0,0.0,0.1,0.0,1,2.3668639053254434,0.0,0.0,2.9585798816568043,ar ARG,"FW,MF",Tigre,Primera Division Argentina,21-168,2003,1.3,64,61,3,1,0,0,2,1,1,1,0,0,45,0,1,ar ARG,"FW,MF",Tigre,Primera Division Argentina,21-168,2003,1.3,2,1.53,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,ar ARG,"FW,MF",Tigre,Primera Division Argentina,21-168,2003,1.3,2,0.5917159763313609,1,0,0.5917159763313609,0,1,0.0,1,1,1,0,1,3,3,0,ar ARG,"FW,MF",Tigre,Primera Division Argentina,21-168,2003,1.3,84,2,9,21.301775147928993,23.076923076923077,3.550295857988165,49.704142011834314,10,2,20.0,7,70.0,42,265,89.34911242603549,6,2,2,6,2,59,7.10059171597633,ar ARG,"FW,MF",Tigre,Primera Division Argentina,21-168,2003,5,118,24,9.4,1.3,0,0,0,5,24,5,1.0,1,3,-2,-1.53,-1.6,0.7,2.8,-2.0,-1.56,-1.4,ar ARG,"FW,MF",Tigre,Primera Division Argentina,21-168,2003,1.3,2,0,0,5,0,0,2,1,1,0,0,0,8,0,2,0.0,31.464174454828658,8.255451713395638,61.21495327102804,31.15264797507788,13.084112149532709,8.09968847352025,18.38006230529595,26.479750778816197,28.34890965732087,82.22222222222221,87.3015873015873,15.555555555555555,30.634920634920636,86.19047619047619,80.0,82.38095238095238,78.73015873015873,81.74603174603175,77.77777777777779,85.39682539682539,83.17460317460318,30.8411214953271,11.370716510903426,250.00481770428397
28681,Baltasar Gallego,ar ARG,"MF,FW",Racing Club,Primera Division Argentina,21-071,2003,11,6,573,6.4,0,1,1,0,0,0,2,0,1.2,1.2,0.6,1.9,17,26,28,0.0,0.16,0.16,0.0,0.16,0.19,0.1,0.29,0.19,0.29,ar ARG,"MF,FW",Racing Club,Primera Division Argentina,21-071,2003,6.4,0,12,3,25.0,1.88,0.47,0.0,0.0,19.9,1,0,0,1.2,1.2,0.1,-1.2,-1.2,ar ARG,"MF,FW",Racing Club,Primera Division Argentina,21-071,2003,6.4,208,6.4697265625,78.5,3704,770,102,117,87.2,77,95,81.1,23,36,63.9,1,0.6,0.7,0.4,11,0.5126953125,0.0732421875,0.0732421875,0.634765625,ar ARG,"MF,FW",Racing Club,Primera Division Argentina,21-071,2003,6.4,265,240,25,4,0,6,17,2,18,7,5,0,208,0,14,ar ARG,"MF,FW",Racing Club,Primera Division Argentina,21-071,2003,6.4,19,2.98,12,3,1,2,0,1,2,0.31,1,0,0,1,0,0,ar ARG,"MF,FW",Racing Club,Primera Division Argentina,21-071,2003,6.4,22,0.3173828125,11,8,0.0732421875,14,24,58.3,10,12,0,12,3,25,4,0,ar ARG,"MF,FW",Racing Club,Primera Division Argentina,21-071,2003,6.4,354,5,51,4.296875,3.2958984375,0.341796875,8.642578125,17,10,58.8,6,35.3,198,1148,12.890625,17,17,2,10,6,214,0.68359375,ar ARG,"MF,FW",Racing Club,Primera Division Argentina,21-071,2003,11,573,52,45.5,6.4,6,71,1,5,30,1,1.64,6,6,0,0.0,-1.18,7.8,4.5,3.3,0.52,-0.16,ar ARG,"MF,FW",Racing Club,Primera Division Argentina,21-071,2003,6.4,2,0,0,10,8,0,17,3,13,0,0,0,42,0,7,0.0,31.464174454828658,60.747663551401864,85.35825545171339,62.30529595015576,57.165109034267914,51.4018691588785,51.4018691588785,64.48598130841121,73.20872274143302,39.682539682539684,64.12698412698413,49.2063492063492,81.58730158730158,56.507936507936506,30.476190476190478,74.28571428571429,40.317460317460316,27.3015873015873,37.46031746031746,48.25396825396825,21.26984126984127,88.3177570093458,11.370716510903426,150.67677364887913
28683,Braian Galván,ar ARG,"FW,MF",Banfield,Primera Division Argentina,23-348,2000,9,4,414,4.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,11,15,33,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,ar ARG,"FW,MF",Banfield,Primera Division Argentina,23-348,2000,4.6,0,2,0,0.0,0.43,0.0,0.0,0.0,27.1,0,0,0,0.0,0.0,0.01,0.0,0.0,ar ARG,"FW,MF",Banfield,Primera Division Argentina,23-348,2000,4.6,103,7.136105860113423,68.2,1586,575,59,68,86.8,31,47,66.0,9,15,60.0,0,0.1,0.4,-0.1,2,0.614366729678639,0.3308128544423441,0.28355387523629494,0.7088846880907373,ar ARG,"FW,MF",Banfield,Primera Division Argentina,23-348,2000,4.6,151,146,4,1,0,0,20,3,0,0,0,0,103,1,7,ar ARG,"FW,MF",Banfield,Primera Division Argentina,23-348,2000,4.6,10,2.17,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,ar ARG,"FW,MF",Banfield,Primera Division Argentina,23-348,2000,4.6,5,0.18903591682419663,3,2,0.0,3,7,42.9,4,6,0,6,1,6,2,0,ar ARG,"FW,MF",Banfield,Primera Division Argentina,23-348,2000,4.6,184,5,27,3.733459357277883,3.8279773156899815,0.18903591682419663,8.695652173913045,6,3,50.0,2,33.3,98,628,13.846880907372402,11,6,1,3,2,116,1.5595463137996222,ar ARG,"FW,MF",Banfield,Primera Division Argentina,23-348,2000,9,414,46,32.9,4.6,4,73,0,5,24,5,0.56,3,6,-3,-0.65,-0.33,3.0,7.0,-4.0,-0.86,-0.75,ar ARG,"FW,MF",Banfield,Primera Division Argentina,23-348,2000,4.6,0,0,0,1,5,1,20,1,4,0,0,0,30,0,1,0.0,31.464174454828658,16.822429906542055,77.25856697819314,31.15264797507788,14.330218068535824,16.822429906542055,18.38006230529595,44.23676012461059,28.34890965732087,40.95238095238095,69.52380952380952,81.26984126984127,93.01587301587301,59.36507936507937,38.41269841269842,60.63492063492063,34.76190476190476,13.968253968253968,37.77777777777778,51.42857142857142,49.2063492063492,77.41433021806854,11.370716510903426,198.0572044881503
29197,Tomás Galván,ar ARG,"FW,MF",Tigre,Primera Division Argentina,24-160,2000,14,14,"1,216",13.5,2,4,6,2,0,0,1,0,1.8,1.8,2.5,4.3,36,63,58,0.15,0.3,0.44,0.15,0.44,0.13,0.18,0.32,0.13,0.32,ar ARG,"FW,MF",Tigre,Primera Division Argentina,24-160,2000,13.5,2,13,5,38.5,0.96,0.37,0.15,0.4,16.5,0,0,0,1.8,1.8,0.14,0.2,0.2,ar ARG,"FW,MF",Tigre,Primera Division Argentina,24-160,2000,13.5,436,2.831275720164609,84.5,6904,1659,222,249,89.2,171,197,86.8,26,37,70.3,4,2.5,2.2,1.5,18,0.252400548696845,0.03292181069958847,0.010973936899862825,0.34567901234567905,ar ARG,"FW,MF",Tigre,Primera Division Argentina,24-160,2000,13.5,516,501,11,3,6,3,8,7,1,0,1,0,436,4,7,ar ARG,"FW,MF",Tigre,Primera Division Argentina,24-160,2000,13.5,35,2.59,28,0,3,2,0,2,8,0.59,5,0,2,1,0,0,ar ARG,"FW,MF",Tigre,Primera Division Argentina,24-160,2000,13.5,22,0.09327846364883402,9,8,0.027434842249657063,9,20,45.0,11,6,1,5,14,36,12,0,ar ARG,"FW,MF",Tigre,Primera Division Argentina,24-160,2000,13.5,657,6,78,2.0685871056241427,1.1467764060356653,0.18106995884773663,3.6049382716049383,38,19,50.0,18,47.4,390,2225,6.44718792866941,36,26,8,23,20,472,0.31824417009602196,ar ARG,"FW,MF",Tigre,Primera Division Argentina,24-160,2000,14,"1,216",87,96.5,13.5,14,87,9,0,0,0,1.21,17,18,-1,-0.07,-0.07,12.4,17.1,-4.7,-0.35,-1.45,ar ARG,"FW,MF",Tigre,Primera Division Argentina,24-160,2000,13.5,1,0,0,5,25,0,8,14,17,0,0,0,67,9,17,34.6,69.47040498442367,46.41744548286604,98.28660436137072,83.95638629283489,63.55140186915887,24.299065420560748,46.573208722741434,56.54205607476636,89.09657320872275,10.793650793650794,46.666666666666664,35.87301587301587,62.857142857142854,39.04761904761905,2.5396825396825395,44.44444444444444,14.920634920634921,12.698412698412698,6.349206349206349,27.3015873015873,6.666666666666667,77.41433021806854,48.753894080996886,167.42658120528452
